yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
-65.0,-18.81,-156.06,-202.09,-29.35,78.0,0.93,0.72,0.41
-61.9,1.23,-129.52,-171.33,9.04,-250.0,1.03,-0.01,1.14
11.07,6.16,-102.24,75.31,83.56,-239.0,0.56,0.59,0.44
38.7,-0.89,-134.15,75.56,17.99,39.68,-0.04,0.47,0.44
-22.0,-20.11,-165.54,-153.05,-22.37,149.0,0.44,0.71,0.23
-62.0,-25.88,-137.32,-151.26,-69.92,-85.0,1.05,0.62,0.84
-25.0,-28.49,-105.95,82.74,-22.81,-242.0,0.48,0.54,1.01
28.2,-20.21,-99.4,97.65,-15.6,-96.8,-0.08,0.47,0.61
12.0,-36.44,-137.96,-3.82,28.01,108.95,-0.05,0.62,0.08
-60.0,-16.13,-144.97,-174.89,-61.15,47.0,0.98,0.66,0.76
-51.0,-2.32,-111.2,-52.04,80.21,-233.0,0.63,0.24,1.2
13.14,-5.76,-80.11,105.79,56.63,-200.0,0.3,0.52,0.5
38.0,-15.32,-108.73,97.93,-17.6,50.55,-0.24,0.55,0.29
-16.0,-41.83,-144.71,-137.94,-34.84,148.0,0.46,0.85,0.05
-64.0,-35.24,-138.85,-165.31,-100.63,-6.0,1.17,0.6,0.77
-13.0,-30.08,-108.27,-5.01,25.45,-250.1,0.66,0.62,0.69
25.0,-22.4,-91.75,92.27,16.4,-52.46,0.12,0.56,0.49
28.0,-36.15,-129.65,37.39,26.69,96.82,0.04,0.59,0.18
-47.0,-26.98,-135.56,-173.46,-51.87,110.0,0.91,0.83,0.47
-7.0,-36.26,-71.46,-47.41,36.59,-184.0,0.73,0.4,0.96
42.6,-34.79,-91.38,73.03,-15.56,-178.0,0.37,0.72,0.54
-0.0,-70.37,-132.63,118.6,-26.87,-25.0,-0.14,0.68,0.4
-30.0,-51.64,-87.0,-101.61,3.8,164.0,0.27,0.6,0.11
13.4,-53.3,-67.88,-185.47,-141.23,-2.0,1.11,0.77,0.72
30.0,-70.66,-125.76,51.91,97.73,-186.7,0.54,0.35,0.95
-54.0,-65.79,-144.32,71.47,-34.4,-108.0,-0.03,0.77,0.22
-35.0,-56.54,-116.68,53.22,-19.34,51.84,-0.31,0.58,0.15
-11.0,-71.24,-89.95,-250.14,-71.08,116.0,0.79,0.71,0.3
25.1,-75.27,-87.51,-96.51,14.45,-212.0,0.92,0.26,1.13
11.0,-104.91,-128.57,78.03,28.3,-135.3,0.17,0.69,0.4
-55.0,-82.38,-130.51,79.76,-70.15,-43.7,-0.18,0.72,0.46
-29.0,-90.86,-108.97,-17.24,-27.4,96.9,0.01,0.55,0.11
3.84,-91.91,-81.73,-182.81,-123.86,45.0,1.09,0.58,0.87
30.0,-101.24,-104.88,-31.97,77.68,-212.0,0.47,0.42,0.94
-3.0,-123.48,-146.82,59.61,-43.8,-115.0,0.38,0.62,0.76
-4.0,-108.85,-119.4,82.87,-19.89,14.77,-0.08,0.53,0.37
-11.0,-119.21,-89.49,-114.05,-45.66,116.0,0.56,0.64,0.04
22.0,-119.22,-82.32,-189.28,-97.59,-13.0,1.16,0.59,0.74
23.0,-142.94,-130.64,76.79,40.82,-162.5,0.17,0.69,0.37
-5.0,-108.83,-132.69,91.85,-60.52,-44.2,-0.13,0.64,0.42
-43.0,-105.23,-96.18,1.79,-18.02,87.38,0.07,0.53,0.08
-0.0,-113.01,-70.73,-210.42,-106.04,91.0,1.04,0.52,0.68
32.0,-124.81,-102.4,-30.5,117.99,-195.0,0.61,0.2,1.22
-3.0,-129.37,-132.07,115.87,0.2,-165.5,0.26,0.64,0.32
-4.0,-108.11,-113.05,78.66,-50.24,-1.15,-0.14,0.51,0.38
-15.0,-113.41,-83.79,-146.21,-58.64,127.0,0.5,0.53,0.05
22.0,-116.81,-63.59,-138.47,-30.73,-13.0,1.12,0.52,0.9
32.0,-137.96,-117.17,46.65,67.9,-170.9,0.37,0.79,0.49
-6.0,-124.0,-138.97,89.34,-39.45,-61.4,-0.06,0.72,0.36
-4.0,-114.6,-113.13,55.89,-32.61,86.47,-0.05,0.51,0.15
14.0,-122.6,-88.53,-231.73,-95.4,126.0,1.04,0.79,0.11
37.0,-128.51,-119.44,-109.49,40.82,-238.0,0.82,0.43,0.74
-4.0,-138.71,-153.59,72.33,20.65,-157.6,0.24,0.67,0.36
-4.0,-138.43,-133.24,69.05,-51.8,54.02,-0.13,0.69,0.23
-2.0,-147.01,-103.67,-145.21,-35.7,145.0,0.72,0.63,-0.03
28.0,-142.73,-91.81,-158.92,-54.11,-17.0,1.21,0.54,1.05
34.0,-150.79,-121.81,43.9,-20.68,-168.0,0.03,0.72,0.11
-3.0,-157.59,-109.27,86.18,-57.98,-87.2,-0.13,0.75,0.27
-55.0,-159.42,-83.44,18.44,-6.0,109.8,0.03,0.64,0.13
-24.0,-161.85,-61.8,-140.31,-46.44,133.0,1.21,0.74,0.37
32.0,-152.3,-55.59,23.39,-47.43,-133.0,0.42,0.71,0.55
18.0,-190.08,-102.04,77.22,-28.27,-215.0,0.33,0.6,0.27
-5.0,-170.15,-108.68,62.15,-36.39,-94.8,-0.09,0.83,0.26
-36.0,-179.27,-83.91,3.57,12.32,126.79,0.0,0.46,0.16
8.5,-183.33,-58.53,-200.44,-168.29,71.0,1.15,0.88,0.64
40.0,-172.38,-68.58,-48.73,53.76,-198.0,0.49,0.63,0.7
-1.0,-198.22,-110.1,70.81,-64.77,-140.0,-0.07,0.81,0.28
-6.0,-194.86,-101.07,78.44,-46.51,32.85,-0.12,0.67,0.35
-26.0,-194.29,-77.49,-60.86,18.02,158.1,0.25,0.63,-0.02
17.0,-175.93,-58.58,-182.37,-124.22,-4.0,1.15,0.73,0.83
38.0,-187.44,-109.31,14.33,-16.53,-230.0,0.19,0.44,0.87
-5.0,-161.94,-116.71,70.78,-27.95,-101.0,0.08,0.52,0.48
-36.0,-154.88,-93.1,51.05,43.75,68.8,0.1,0.76,0.13
0.6,-163.7,-75.3,-218.64,-66.51,149.0,0.89,0.73,0.31
35.0,-155.14,-81.71,-50.48,78.26,-223.0,0.72,0.4,0.89
6.0,-177.57,-121.58,65.31,4.72,-138.85,0.24,0.84,0.29
-5.0,-167.26,-122.83,48.25,-63.22,2.29,-0.27,0.65,0.45
-38.0,-159.68,-91.36,-48.56,11.67,138.5,0.24,0.59,0.09
5.4,-165.19,-63.79,-177.98,-107.42,26.0,1.09,0.8,0.68
35.0,-165.93,-96.96,-28.7,17.47,-222.0,0.55,0.5,0.89
-1.0,-191.34,-133.17,96.58,5.61,-146.54,0.18,0.71,0.35
-6.0,-175.89,-135.49,87.03,-50.15,21.07,-0.18,0.6,0.35
-2.0,-170.67,-105.98,-151.98,-23.47,137.0,0.51,0.65,0.07
22.0,-162.98,-87.63,-164.87,-120.53,-5.0,1.12,0.66,0.71
36.0,-180.63,-131.53,-34.38,36.9,-248.0,0.66,0.45,0.85
-4.0,-167.25,-149.94,87.42,-7.1,-99.49,0.02,0.65,0.42
-5.0,-152.55,-121.34,45.63,3.3,86.09,-0.01,0.53,0.21
0.3,-153.86,-91.58,-196.37,-88.94,142.0,1.03,0.76,0.31
37.0,-148.14,-104.32,-98.18,31.5,-178.0,0.86,0.45,0.82
-4.0,-154.32,-134.88,90.34,-30.6,1.19,0.57,0.71,0.42
-5.0,-137.7,-120.6,-75.21,3.13,143.0,-0.06,0.65,0.36
-24.0,-148.07,-99.06,-143.54,-39.2,-17.0,0.35,0.58,0.04
13.0,-157.01,-77.22,32.19,44.15,-197.5,1.33,0.64,0.49
59.0,-182.73,-119.11,55.35,-65.15,-96.4,0.27,0.4,0.98
-3.0,-172.84,-150.94,62.27,-61.82,52.41,-0.11,0.75,0.19
-4.0,-164.56,-129.02,-184.98,-118.47,22.0,-0.16,0.55,0.3
-2.0,-175.31,-106.04,-147.65,18.11,-150.0,0.96,0.46,0.12
25.0,-163.66,-81.45,57.6,8.37,-157.95,1.04,0.16,0.91
28.0,-179.83,-124.39,61.11,-70.55,-88.1,0.27,0.55,0.62
-3.0,-174.93,-149.12,74.58,23.48,96.17,-0.1,0.74,0.34
-5.0,-163.92,-135.31,-190.2,-83.26,109.0,0.26,0.35,0.26
-2.0,-166.57,-108.54,-122.8,-1.57,-153.0,1.02,0.72,0.55
30.0,-159.38,-112.17,24.01,20.85,-201.0,0.89,0.43,0.69
2.0,-190.32,-138.04,78.03,-39.35,-8.36,0.51,0.74,0.49
-4.0,-191.61,-158.82,-41.91,5.95,117.57,-0.19,0.57,0.46
-4.0,-180.2,-133.45,-126.89,-142.68,10.0,0.32,0.69,-0.18
10.0,-174.31,-109.17,-109.96,-29.97,-18.0,1.13,0.78,0.76
45.0,-176.56,-133.66,68.83,18.99,-173.5,0.6,0.49,0.67
-2.0,-182.01,-157.9,67.34,-8.22,40.36,0.36,0.61,0.48
-5.0,-173.25,-166.62,-125.82,-32.73,175.0,-0.2,0.53,0.31
-2.0,-160.9,-134.17,-122.82,-42.6,-97.0,0.42,0.86,-0.05
20.0,-151.81,-109.21,-64.62,11.6,-211.0,1.06,0.58,0.76
36.0,-160.51,-147.95,95.36,22.53,-112.7,0.66,0.54,0.74
-3.0,-171.08,-180.27,66.16,10.15,78.37,0.06,0.59,0.46
-5.0,-153.27,-164.39,-179.6,-51.61,139.0,-0.03,0.63,0.14
-1.0,-145.45,-132.92,-157.13,-59.92,-14.0,0.96,0.81,0.29
27.0,-131.93,-121.6,25.61,46.98,-205.8,0.89,0.48,0.54
24.0,-155.23,-162.69,92.08,5.13,-44.53,0.31,0.8,0.42
-5.0,-149.26,-187.2,12.68,33.5,107.56,-0.14,0.59,0.47
-5.0,-142.47,-161.33,-190.21,-107.73,96.0,0.18,0.62,0.11
3.0,-138.25,-126.89,-127.6,7.18,-216.0,0.86,0.67,0.54
53.0,-142.06,-146.28,66.05,8.37,-200.27,0.96,0.44,0.65
-1.0,-156.24,-184.13,105.37,-5.27,11.74,0.43,0.63,0.33
-5.0,-143.12,-196.24,-104.57,-29.54,205.0,0.05,0.5,0.55
-2.0,-132.65,-163.95,-178.79,-71.23,-65.0,0.62,0.53,0.02
18.0,-120.48,-140.63,-81.18,33.97,-210.0,1.07,0.53,0.64
31.0,-126.94,-174.91,90.78,19.8,-87.27,0.8,0.39,0.9
-4.0,-132.56,-222.0,56.94,26.24,72.1,0.07,0.53,0.53
-4.0,-122.3,-209.99,-166.01,-37.05,120.0,-0.07,0.48,0.22
-7.0,-96.53,-166.0,-218.66,-34.21,-17.0,1.08,0.77,0.36
34.0,-90.75,-157.57,8.85,26.73,-181.85,0.98,0.26,0.66
24.0,-112.4,-190.54,138.4,83.21,-30.2,0.84,0.49,0.77
-5.0,-113.83,-223.65,-4.01,10.97,134.27,-0.04,0.32,0.65
-58.0,-97.97,-194.21,-162.69,-94.98,94.0,0.23,0.63,0.04
2.0,-105.21,-161.53,-165.61,-15.57,-23.0,0.82,0.61,0.69
-3.0,-116.58,-212.03,73.71,49.23,-222.2,0.9,0.3,0.67
-5.0,-103.6,-202.94,93.05,-45.67,9.47,0.36,0.64,0.38
-9.0,-87.98,-161.47,-111.85,26.78,167.0,-0.07,0.52,0.52
31.0,-81.99,-154.09,-159.5,-92.78,-13.0,0.41,0.78,-0.09
13.0,-98.26,-186.46,0.4,38.63,-198.14,0.96,0.56,0.79
-46.0,-99.29,-211.36,125.93,45.13,-35.7,0.75,0.3,1.11
-52.0,-84.87,-189.42,-8.91,11.27,119.34,-0.08,0.58,0.46
7.8,-95.03,-163.85,-160.33,-71.07,53.0,0.1,0.64,0.09
48.0,-88.91,-175.98,-132.8,-12.32,-18.0,0.89,0.34,0.74
-2.0,-101.36,-212.14,48.74,47.98,-200.6,0.64,0.56,0.59
-5.0,-105.49,-197.38,63.91,-53.08,30.24,0.08,0.51,0.4
-2.0,-108.14,-160.09,-83.53,15.36,186.2,0.52,0.68,-0.05
28.0,-96.44,-145.74,-176.17,-55.79,-10.0,1.15,0.48,0.76
24.0,-115.84,-180.5,21.24,-29.31,-193.0,0.45,0.5,1.02
-4.0,-105.51,-190.8,109.42,-27.65,-99.0,-0.01,0.65,0.51
-2.0,-100.23,-168.2,18.37,29.73,110.0,0.01,0.63,0.06
27.0,-110.54,-144.22,-167.5,-84.37,95.0,1.23,0.76,0.41
-2.0,-128.66,-180.38,-74.02,28.86,-168.0,0.72,0.45,0.85
-4.0,-116.18,-163.43,49.1,5.11,-115.04,0.08,0.8,0.31
-3.0,-115.97,-130.45,95.24,-49.73,-11.0,-0.15,0.74,0.25
27.0,-115.5,-114.99,-68.43,-22.63,104.0,0.29,0.56,-0.02
29.0,-128.87,-163.73,-171.73,-82.98,-78.0,1.15,0.52,0.91
-4.0,-119.56,-176.77,34.06,31.99,-172.5,0.29,0.53,0.84
-47.0,-97.06,-152.49,94.79,-17.33,-132.0,0.03,0.7,0.29
0.0,-110.54,-120.74,29.78,-17.31,106.4,-0.04,0.6,0.2
33.0,-114.13,-133.11,-218.53,-63.2,112.0,0.95,0.58,0.31
-1.0,-126.86,-170.6,-81.02,23.08,-163.0,0.81,0.3,0.93
-4.0,-115.99,-151.09,61.43,75.32,-183.5,0.37,0.59,0.41
-3.0,-125.83,-128.11,95.76,-69.66,0.06,0.01,0.49,0.47
8.0,-130.74,-110.65,-80.16,-29.08,127.0,0.22,0.63,-0.07
31.0,-148.23,-136.69,-175.9,-61.92,-55.0,1.05,0.55,0.78
-3.0,-155.3,-155.93,46.05,26.89,-177.0,0.39,0.49,0.77
-3.0,-141.32,-128.03,58.76,-55.37,-122.0,0.23,0.66,0.37
-1.0,-129.04,-100.12,38.57,-41.58,34.69,-0.12,0.65,0.22
14.0,-126.9,-90.86,-126.69,-82.46,122.0,0.83,0.5,0.36
18.0,-156.32,-136.82,-102.58,-46.41,-12.0,0.79,0.52,0.98
-5.0,-150.34,-148.9,82.25,35.26,-117.6,0.5,0.55,0.89
-3.0,-148.77,-133.29,82.18,26.46,-72.76,-0.01,0.67,0.44
8.0,-144.47,-103.18,8.75,-11.63,56.6,0.03,0.59,0.13
16.0,-143.99,-107.15,-205.35,-130.89,72.0,0.95,0.76,0.35
-2.0,-190.49,-147.73,-73.25,4.08,-211.3,0.57,0.33,0.84
-3.0,-189.63,-135.1,29.47,-16.55,-129.0,0.13,0.78,0.47
-2.0,-194.18,-106.46,90.32,-7.03,34.15,-0.03,0.52,0.35
25.0,-190.69,-94.86,-43.08,-17.37,61.8,0.43,0.95,0.0
19.0,-217.89,-136.62,-185.62,-201.85,-8.0,0.79,0.65,0.36
-4.0,-210.94,-141.73,22.66,-27.24,-148.0,-0.0,0.49,0.97
-3.0,-206.26,-122.54,82.61,-49.9,-93.6,-0.12,0.75,0.32
-3.0,-213.2,-94.25,17.09,-17.24,97.51,-0.01,0.68,0.16
26.0,-209.21,-94.73,-189.24,-132.18,75.0,0.98,0.78,0.31
17.0,-223.87,-127.25,-46.08,-2.02,-187.0,0.6,0.45,0.88
-4.0,-213.27,-142.44,45.0,-13.65,-133.0,0.13,0.71,0.42
-4.0,-196.13,-117.57,84.31,-64.4,-14.3,-0.33,0.75,0.31
2.4,-197.82,-91.33,-29.57,-16.82,100.0,0.11,0.72,0.11
34.0,-186.21,-109.91,-151.23,-85.29,65.0,0.89,0.76,0.55
-1.0,-194.96,-130.9,-84.11,11.81,-170.0,0.69,0.35,1.04
-5.0,-192.97,-128.06,68.47,39.19,-166.7,0.41,0.66,0.31
-2.0,-182.75,-102.7,78.97,-39.47,9.47,-0.07,0.43,0.39
20.0,-178.26,-87.63,-99.91,18.18,131.7,0.35,0.89,0.13
23.0,-189.58,-116.72,-106.79,-59.34,-59.0,0.77,0.64,0.84
-4.0,-198.23,-148.51,-14.34,-18.08,-220.0,0.57,0.54,0.74
-4.0,-199.11,-126.11,73.85,11.03,-102.0,0.09,0.6,0.55
-14.0,-191.67,-97.69,32.32,-11.95,80.64,-0.04,0.56,0.17
26.0,-204.18,-96.37,-138.3,-67.62,91.0,0.81,0.87,0.33
10.0,-209.78,-123.26,-149.15,-58.37,-16.0,0.83,0.41,0.84
-5.0,-203.07,-134.22,61.84,-29.65,-176.0,0.72,0.56,0.83
-3.0,-182.45,-103.18,88.18,-2.3,-54.44,-0.02,0.48,0.71
7.2,-206.17,-83.48,-22.85,-79.43,104.0,0.11,0.58,0.07
37.0,-190.7,-107.42,-129.47,-48.28,40.0,0.95,0.88,0.51
-2.0,-211.93,-143.85,-67.64,-2.17,-204.0,0.6,0.5,0.99
-4.0,-221.17,-131.67,91.45,51.25,-144.9,0.08,0.56,0.18
-2.0,-218.33,-103.71,50.73,-125.92,28.0,-0.1,0.73,0.19
10.0,-210.67,-85.78,-118.27,33.81,145.0,0.51,0.84,-0.02
33.0,-218.63,-118.1,-166.89,-108.27,-8.0,1.04,0.46,0.8
-3.0,-221.34,-147.5,24.03,-68.06,-171.0,0.41,0.24,1.22
-5.0,-228.2,-138.53,79.79,-24.73,-95.4,-0.06,0.73,0.27
-2.0,-227.95,-111.49,43.76,-4.15,40.08,0.02,0.73,0.23
19.0,-221.08,-88.81,-150.58,-58.66,129.0,0.72,0.75,0.1
24.0,-239.15,-134.88,-141.2,-38.41,-12.0,0.92,0.52,0.66
-4.0,-239.74,-153.25,8.47,-58.22,-198.5,0.65,0.53,1.01
-4.0,-211.74,-136.47,76.95,-33.33,-83.0,0.16,0.55,0.31
4.0,-203.46,-106.95,60.81,-10.15,74.92,-0.07,0.56,0.1
33.0,-203.93,-117.31,-205.29,-100.72,93.0,1.04,0.83,0.51
-6.0,-221.29,-155.28,-98.68,-34.59,-163.0,0.64,0.43,0.72
-5.0,-214.98,-167.05,31.2,75.51,-188.7,0.16,0.81,0.22
-3.0,-206.27,-143.41,89.53,-2.08,18.39,-0.1,0.52,0.51
15.0,-209.9,-124.89,-69.31,-30.72,127.0,0.33,0.77,-0.01
36.0,-211.91,-136.65,-176.56,-95.75,-23.0,0.86,0.65,0.67
-1.0,-235.48,-166.57,-74.85,-3.5,-216.0,0.8,0.36,0.82
-5.0,-230.07,-180.18,61.03,3.8,-138.79,0.31,0.62,0.54
-4.0,-220.19,-150.38,39.98,-49.69,58.56,-0.14,0.59,0.16
12.0,-208.79,-125.0,-75.73,-36.1,140.0,0.63,0.84,0.23
28.0,-213.66,-155.3,-145.47,-120.86,-5.0,0.96,0.52,0.73
-3.0,-221.64,-188.25,-84.39,-8.19,-193.0,1.18,0.47,0.9
-5.0,-201.46,-173.26,83.02,6.18,-155.48,0.31,0.6,0.48
-5.0,-183.02,-136.27,68.19,12.25,48.69,0.12,0.48,0.29
45.0,-172.34,-144.97,-149.34,-46.4,108.0,0.77,0.83,0.21
-4.0,-196.1,-176.97,-160.26,-58.11,-12.0,0.89,0.41,0.61
-5.0,-191.91,-184.96,23.44,51.72,-228.8,0.67,0.71,0.46
-2.0,-187.79,-157.47,112.92,39.67,-20.4,-0.12,0.43,0.39
16.0,-174.98,-133.53,-66.28,18.57,173.9,0.53,0.86,0.06
25.0,-185.66,-157.26,-156.92,-116.28,-1.0,0.79,0.68,0.61
-3.0,-195.05,-181.91,-65.21,-8.23,-201.0,0.73,0.55,0.68
-4.0,-189.84,-159.4,73.66,-12.97,-108.0,0.1,0.51,0.54
-0.0,-183.36,-135.22,58.2,22.18,63.4,0.07,0.66,0.12
34.0,-179.33,-137.33,-124.59,-65.27,96.0,0.73,0.91,0.39
0.0,-183.92,-161.59,-129.55,-60.4,-13.0,0.83,0.69,0.54
-5.0,-185.91,-170.91,50.48,-9.48,-185.9,0.09,0.84,0.37
-3.0,-180.73,-152.93,61.98,-5.37,-1.05,-0.07,0.61,0.37
7.0,-175.31,-124.41,-38.15,-7.51,132.3,0.44,0.58,0.22
37.0,-187.72,-161.86,-124.08,-39.55,0.1,0.88,0.61,0.54
-3.0,-195.57,-195.56,-68.67,-30.72,-202.0,0.81,0.64,0.6
-5.0,-182.18,-183.55,34.44,-7.76,-127.4,0.11,0.69,0.33
-4.0,-185.46,-152.46,78.77,-7.95,27.6,-0.06,0.68,0.24
28.0,-180.62,-143.88,-177.08,-70.53,146.0,0.81,0.79,-0.04
17.0,-190.24,-177.65,-166.15,-54.67,-14.0,0.79,0.54,0.61
-5.0,-164.33,-189.34,12.6,26.44,-212.4,0.51,0.51,0.92
-3.0,-151.28,-147.25,86.56,-42.74,-18.3,-0.03,0.59,0.44
9.0,-147.08,-115.17,-0.25,-7.89,110.6,0.17,0.56,0.22
35.0,-154.25,-139.98,-163.33,-60.33,65.0,0.97,0.71,0.67
-3.0,-161.37,-179.93,-77.27,79.05,-229.0,0.71,0.26,0.95
-3.0,-149.04,-162.16,130.15,25.76,-129.0,-0.02,0.56,0.4
-1.0,-161.44,-119.36,93.74,-7.97,37.92,-0.04,0.67,0.24
21.0,-159.2,-108.93,-125.86,-45.59,137.0,0.73,0.78,-0.06
27.0,-177.08,-143.41,-185.55,-45.79,-14.0,1.04,0.47,0.86
-4.0,-164.67,-159.81,36.63,25.26,-150.9,0.17,0.53,0.72
-2.0,-160.96,-143.78,137.17,-75.74,-41.0,-0.17,0.56,0.41
